Fri, Oct 25, 2024
3:24:14 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
186.1500000	-30.8099995	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0528679	0.0626730	0.0101789	-0.0091103	-0.0538098	-0.0636904	-0.0106896	0.0090767
187.5600000	4093.9997559	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0647427	0.0747909	-0.0617308	-0.0859717	-0.0656899	-0.0758584	0.0612855	0.0860584
189.1400000	-4106.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0652081	0.0798932	0.0864068	0.0617875	-0.0661840	-0.0809862	-0.0870712	-0.0618900
190.6000000	-30.8700008	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0559492	0.0663364	0.0107609	-0.0097105	-0.0568815	-0.0673484	-0.0112812	0.0096518
191.9450000	4093.9997559	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0678764	0.0784980	-0.0617071	-0.0871556	-0.0688167	-0.0795437	0.0612458	0.0872003
193.5250000	-4106.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0683748	0.0837019	0.0875671	0.0617255	-0.0693398	-0.0847826	-0.0882340	-0.0618529
194.8050000	-30.9099998	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0589545	0.0699227	0.0113307	-0.0102926	-0.0598884	-0.0709303	-0.0118592	0.0102084
196.1750000	4093.9997559	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0709691	0.0821489	-0.0616615	-0.0882993	-0.0718941	-0.0831564	0.0612005	0.0882910
197.8450000	-4106.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0715288	0.0874870	0.0886941	0.0616430	-0.0724947	-0.0885718	-0.0893607	-0.0618258
199.3350000	-30.7099991	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0622259	0.0738176	0.0119397	-0.0109436	-0.0631689	-0.0748325	-0.0124811	0.0107980
200.8000000	4093.9997559	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0743665	0.0861558	-0.0615874	-0.0895470	-0.0752961	-0.0871423	0.0611211	0.0894318
202.5500000	-4105.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0750540	0.0917267	0.0899035	0.0615137	-0.0760212	-0.0927871	-0.0905535	-0.0617584
204.1000000	-30.7900009	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0657618	0.0780266	0.0126012	-0.0116275	-0.0666940	-0.0789919	-0.0131307	0.0114033
205.5500000	4093.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0779263	0.0903743	-0.0614559	-0.0907893	-0.0788764	-0.0912796	0.0610137	0.0905339
207.3500000	-4105.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0786891	0.0960804	0.0910655	0.0613328	-0.0796525	-0.0970794	-0.0916724	-0.0616551
208.8000000	-30.8999996	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0693815	0.0823219	0.0132566	-0.0123198	-0.0703059	-0.0832149	-0.0137633	0.0119976
210.3000000	4093.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0815647	0.0946501	-0.0612578	-0.0919655	-0.0825123	-0.0954336	0.0608586	0.0915382
212.0500000	-4105.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0823711	0.1004781	0.0921269	0.0610858	-0.0833198	-0.1013871	-0.0926784	-0.0614927
